,Unnamed: 0,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,state
7425,7425,-36.08,147.688,very high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,340.7,0.0,N,Victoria
19557,19557,-32.5,123.268,very high,1.2,1.1,2020-01-02,555,A,82,6.0NRT,334.6,258.2,D,Western Australia
4489,4489,-30.532,150.925,high,1.0,1.0,2019-12-30,345,A,50,6.0NRT,315.4,10.6,D,New South Wales
6291,6291,-37.33,148.531,low,1.1,1.0,2019-12-30,1310,T,81,6.0NRT,294.9,22.5,N,Victoria
7715,7715,-35.513,149.887,low,1.3,1.1,2019-12-30,1310,T,95,6.0NRT,295.8,22.7,N,New South Wales
29062,29062,-35.463,148.072,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,400.1,1002.4,D,New South Wales
32318,32318,-37.224,149.957,very low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,283.1,0.0,N,New South Wales
17597,17597,-37.23,148.656,low,1.1,1.0,2020-01-02,0,T,29,6.0NRT,291.3,5.2,D,Victoria
16524,16524,-25.381,149.238,low,1.2,1.1,2020-01-01,1300,T,81,6.0NRT,297.3,11.1,N,Queensland
1514,1514,-37.528,147.875,low,2.5,1.5,2019-12-29,1225,T,69,6.0NRT,296.8,27.8,N,Victoria
13550,13550,-41.559,147.955,very low,1.4,1.2,2019-12-31,1530,A,21,6.0NRT,282.8,16.1,N,Tasmania
16108,16108,-35.881,148.155,very low,1.0,1.0,2020-01-01,1255,T,18,6.0NRT,289.8,4.9,N,New South Wales
32110,32110,-37.099,149.508,very low,1.0,1.0,2020-01-04,1505,A,0,6.0NRT,278.3,15.9,N,New South Wales
28774,28774,-35.809,148.296,high,1.0,1.0,2020-01-04,400,A,62,6.0NRT,312.2,19.4,D,New South Wales
6106,6106,-37.45,148.123,moderate,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,308.1,69.9,N,Victoria
2578,2578,-19.955,123.008,low,1.5,1.2,2019-12-29,1410,T,92,6.0NRT,290.2,20.8,N,Western Australia
30830,30830,-35.827,147.635,very low,1.8,1.3,2020-01-04,1325,T,100,6.0NRT,287.1,102.7,N,New South Wales
24646,24646,-36.992,147.301,low,3.1,1.7,2020-01-03,1600,A,28,6.0NRT,290.5,54.4,N,Victoria
30232,30232,-37.292,149.578,very low,2.2,1.4,2020-01-04,1325,T,100,6.0NRT,280.0,157.2,N,New South Wales
16335,16335,-35.011,150.522,very low,1.1,1.0,2020-01-01,1255,T,74,6.0NRT,287.9,10.5,N,New South Wales
3621,3621,-37.639,149.339,very low,1.3,1.1,2019-12-30,345,A,0,6.0NRT,288.1,140.2,D,Victoria
6521,6521,-37.243,148.258,low,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,297.4,30.2,N,Victoria
15967,15967,-35.994,149.838,very low,1.0,1.0,2020-01-01,1255,T,9,6.0NRT,284.9,10.0,N,New South Wales
13985,13985,-32.685,150.209,moderate,1.5,1.2,2020-01-01,335,A,87,6.0NRT,309.3,64.4,D,New South Wales
29354,29354,-34.864,150.124,moderate,1.1,1.0,2020-01-04,405,A,76,6.0NRT,305.0,19.0,D,New South Wales
30655,30655,-36.842,146.725,very low,1.5,1.2,2020-01-04,1325,T,73,6.0NRT,274.0,17.5,N,Victoria
34015,34015,-25.414,149.215,low,1.2,1.1,2020-01-05,1235,T,82,6.0NRT,298.4,9.4,N,Queensland
28933,28933,-35.328,150.038,high,1.0,1.0,2020-01-04,400,A,87,6.0NRT,312.3,30.9,D,New South Wales
4835,4835,-31.637,119.711,high,2.2,1.4,2019-12-30,525,A,66,6.0NRT,315.9,39.1,D,Western Australia
29984,29984,-31.52,151.239,low,3.9,1.8,2020-01-04,1330,T,22,6.0NRT,294.6,32.7,N,New South Wales
13702,13702,-19.147,145.929,moderate,1.5,1.2,2020-01-01,50,T,41,6.0NRT,308.6,11.4,D,Queensland
25803,25803,-37.119,146.971,moderate,1.8,1.3,2020-01-03,2345,T,93,6.0NRT,303.1,120.7,D,Victoria
14909,14909,-28.471,128.482,very high,1.0,1.0,2020-01-01,510,A,100,6.0NRT,324.7,54.0,D,Western Australia
7524,7524,-35.625,149.995,moderate,1.4,1.2,2019-12-30,1310,T,100,6.0NRT,305.6,58.6,N,New South Wales
24822,24822,-31.49,151.224,moderate,1.4,1.2,2020-01-03,2345,T,74,6.0NRT,307.4,35.9,D,New South Wales
28528,28528,-35.869,148.772,moderate,1.0,1.0,2020-01-04,400,A,89,6.0NRT,301.2,37.9,D,New South Wales
14620,14620,-32.575,122.336,high,2.5,1.5,2020-01-01,510,A,97,6.0NRT,313.0,234.5,D,Western Australia
19432,19432,-32.802,124.244,high,1.4,1.2,2020-01-02,555,A,83,6.0NRT,310.5,28.8,D,Western Australia
5213,5213,-37.712,149.574,very low,1.2,1.1,2019-12-30,1310,T,100,6.0NRT,274.4,0.0,N,Victoria
213,213,-26.51,150.689,moderate,1.2,1.1,2019-12-29,20,T,75,6.0NRT,306.9,19.5,D,Queensland
28619,28619,-35.855,148.677,moderate,1.0,1.0,2020-01-04,400,A,100,6.0NRT,308.1,121.0,D,New South Wales
28686,28686,-35.945,147.905,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,336.0,538.0,D,New South Wales
7406,7406,-36.101,147.652,low,1.1,1.0,2019-12-30,1310,T,93,6.0NRT,299.0,10.0,N,Victoria
4142,4142,-33.785,150.148,moderate,1.1,1.1,2019-12-30,345,A,84,6.0NRT,307.1,68.5,D,New South Wales
1675,1675,-33.178,150.112,low,1.6,1.2,2019-12-29,1225,T,31,6.0NRT,293.6,11.9,N,New South Wales
20830,20830,-36.06,149.785,very low,1.1,1.0,2020-01-02,1515,A,80,6.0NRT,288.3,11.5,N,New South Wales
24076,24076,-34.353,150.328,low,1.0,1.0,2020-01-03,1245,T,100,6.0NRT,296.3,25.5,N,New South Wales
24665,24665,-37.121,147.936,low,3.4,1.7,2020-01-03,1600,A,100,6.0NRT,292.8,160.4,N,Victoria
1484,1484,-29.561,117.301,very high,1.4,1.2,2019-12-29,620,A,75,6.0NRT,322.5,18.2,D,Western Australia
17434,17434,-35.992,149.85,low,1.0,1.0,2020-01-02,0,T,91,6.0NRT,294.1,46.5,D,New South Wales
33827,33827,-33.204,123.717,moderate,3.7,1.8,2020-01-05,625,A,63,6.0NRT,309.2,71.6,D,Western Australia
18751,18751,-35.837,150.052,moderate,1.4,1.2,2020-01-02,415,A,100,6.0NRT,303.2,264.8,D,New South Wales
33001,33001,-37.336,149.208,very low,1.0,1.0,2020-01-04,1505,A,75,6.0NRT,289.2,27.5,N,Victoria
24606,24606,-36.485,148.18,low,3.5,1.8,2020-01-03,1600,A,100,6.0NRT,292.8,293.8,N,New South Wales
31797,31797,-34.783,150.342,very low,1.0,1.0,2020-01-04,1505,A,42,6.0NRT,289.9,6.6,N,New South Wales
28232,28232,-36.029,148.367,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,400.1,0.0,D,New South Wales
3649,3649,-37.46,148.337,moderate,1.5,1.2,2019-12-30,345,A,0,6.0NRT,302.2,761.9,D,Victoria
33714,33714,-25.394,149.16,high,3.9,1.8,2020-01-05,310,A,72,6.0NRT,313.5,117.2,D,Queensland
34057,34057,-19.896,144.318,low,2.1,1.4,2020-01-05,1235,T,99,6.0NRT,295.3,43.6,N,Queensland
1429,1429,-30.876,123.476,very high,3.3,1.7,2019-12-29,620,A,100,6.0NRT,324.8,524.0,D,Western Australia
8095,8095,-33.816,150.097,low,1.5,1.2,2019-12-30,1310,T,71,6.0NRT,298.9,15.6,N,New South Wales
9807,9807,-37.358,148.656,low,1.8,1.3,2019-12-30,1445,A,100,6.0NRT,296.9,0.0,N,Victoria
32729,32729,-37.347,149.797,low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,293.5,0.0,N,New South Wales
33614,33614,-32.58,121.988,very high,1.1,1.0,2020-01-05,210,T,100,6.0NRT,331.2,651.6,D,Western Australia
24149,24149,-32.741,150.103,low,1.0,1.0,2020-01-03,1245,T,76,6.0NRT,297.3,8.0,N,New South Wales
25475,25475,-37.276,149.289,moderate,1.4,1.2,2020-01-03,2345,T,78,6.0NRT,304.5,25.9,D,Victoria
26442,26442,-37.236,147.16,very high,1.1,1.0,2020-01-04,400,A,100,6.0NRT,330.4,1490.5,D,Victoria
6672,6672,-37.18,148.196,low,1.1,1.0,2019-12-30,1310,T,52,6.0NRT,293.7,7.4,N,Victoria
17395,17395,-35.405,147.993,moderate,1.2,1.1,2020-01-02,0,T,100,6.0NRT,306.6,200.4,D,New South Wales
9161,9161,-35.542,147.979,moderate,2.1,1.4,2019-12-30,1445,A,100,6.0NRT,307.3,1732.2,N,New South Wales
15953,15953,-36.003,149.899,very low,1.0,1.0,2020-01-01,1255,T,88,6.0NRT,286.5,17.6,N,New South Wales
6065,6065,-37.426,148.332,very low,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,287.3,44.9,N,Victoria
16549,16549,-19.829,144.579,low,1.0,1.0,2020-01-01,1300,T,67,6.0NRT,292.2,12.3,N,Queensland
23596,23596,-36.461,149.685,low,1.1,1.0,2020-01-03,1245,T,15,6.0NRT,293.1,6.0,N,New South Wales
9074,9074,-35.39,147.892,moderate,2.2,1.4,2019-12-30,1445,A,100,6.0NRT,305.3,327.7,N,New South Wales
32417,32417,-37.195,149.527,very low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,289.9,0.0,N,New South Wales
12570,12570,-38.068,141.894,very low,1.7,1.3,2019-12-31,1350,T,100,6.0NRT,287.2,45.4,N,Victoria
26453,26453,-37.084,148.246,moderate,1.0,1.0,2020-01-04,400,A,65,6.0NRT,304.3,16.5,D,Victoria
25985,25985,-37.671,148.063,high,1.5,1.2,2020-01-03,2345,T,100,6.0NRT,312.1,223.9,D,Victoria
8915,8915,-35.095,150.463,low,1.5,1.2,2019-12-30,1445,A,99,6.0NRT,292.4,32.0,N,New South Wales
16599,16599,-18.154,144.077,low,1.0,1.0,2020-01-01,1300,T,100,6.0NRT,299.1,22.4,N,Queensland
4086,4086,-34.262,150.406,very high,1.1,1.0,2019-12-30,345,A,75,6.0NRT,400.1,1396.2,D,New South Wales
32453,32453,-37.251,149.838,very low,1.0,1.0,2020-01-04,1505,A,94,6.0NRT,274.5,0.0,N,New South Wales
16860,16860,-32.47,122.019,low,1.0,1.0,2020-01-01,1435,T,88,6.0NRT,296.3,10.3,N,Western Australia
22511,22511,-35.968,136.687,low,1.1,1.0,2020-01-03,500,A,100,6.0NRT,293.6,0.0,D,South Australia
28559,28559,-35.862,148.759,moderate,1.0,1.0,2020-01-04,400,A,100,6.0NRT,303.3,85.6,D,New South Wales
946,946,-21.493,140.733,high,1.6,1.3,2019-12-29,445,A,94,6.0NRT,312.8,130.8,D,Queensland
23183,23183,-37.556,148.593,low,1.2,1.1,2020-01-03,1245,T,19,6.0NRT,292.6,14.1,N,Victoria
24668,24668,-37.084,147.048,low,3.0,1.7,2020-01-03,1600,A,66,6.0NRT,293.3,81.2,N,Victoria
7657,7657,-35.949,147.627,moderate,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,301.1,14.1,N,New South Wales
14923,14923,-27.994,131.477,very high,1.1,1.0,2020-01-01,510,A,97,6.0NRT,328.7,45.4,D,South Australia
9872,9872,-37.404,148.641,low,1.8,1.3,2019-12-30,1445,A,100,6.0NRT,297.5,0.0,N,Victoria
20537,20537,-31.151,132.731,moderate,1.3,1.1,2020-01-02,1340,T,50,6.0NRT,300.7,17.2,N,South Australia
6831,6831,-36.96,148.293,low,1.1,1.0,2019-12-30,1310,T,83,6.0NRT,296.8,9.6,N,Victoria
10369,10369,-32.617,150.766,high,1.1,1.0,2019-12-31,10,T,85,6.0NRT,311.9,34.8,D,New South Wales
20788,20788,-35.78,148.296,very low,1.0,1.0,2020-01-02,1515,A,68,6.0NRT,289.7,20.1,N,New South Wales
26272,26272,-37.221,148.704,low,1.0,1.0,2020-01-04,400,A,87,6.0NRT,293.5,49.6,D,Victoria
3820,3820,-37.061,148.133,high,1.5,1.2,2019-12-30,345,A,97,6.0NRT,313.3,107.5,D,Victoria
9194,9194,-36.016,149.869,moderate,1.6,1.2,2019-12-30,1445,A,100,6.0NRT,302.6,126.7,N,New South Wales
24097,24097,-34.291,150.103,low,1.0,1.0,2020-01-03,1245,T,51,6.0NRT,294.7,4.4,N,New South Wales
2503,2503,-27.911,128.605,moderate,1.0,1.0,2019-12-29,1405,T,83,6.0NRT,302.3,13.8,N,Western Australia
14829,14829,-30.814,123.38,high,2.0,1.4,2020-01-01,510,A,99,6.0NRT,311.7,183.7,D,Western Australia
22723,22723,-35.805,136.671,high,1.1,1.0,2020-01-03,500,A,100,6.0NRT,317.7,109.0,D,South Australia
26332,26332,-37.171,148.213,moderate,1.0,1.0,2020-01-04,400,A,100,6.0NRT,303.5,141.8,D,Victoria
6949,6949,-36.354,149.677,moderate,1.3,1.1,2019-12-30,1310,T,100,6.0NRT,307.8,1214.3,N,New South Wales
15629,15629,-37.417,148.067,very low,1.0,1.0,2020-01-01,1255,T,43,6.0NRT,285.5,6.3,N,Victoria
14873,14873,-29.009,128.363,very high,1.0,1.0,2020-01-01,510,A,92,6.0NRT,325.3,31.0,D,Western Australia
16740,16740,-32.349,123.528,low,1.0,1.0,2020-01-01,1435,T,100,6.0NRT,298.6,23.5,N,Western Australia
27576,27576,-36.27,149.545,high,1.0,1.0,2020-01-04,400,A,85,6.0NRT,312.4,28.5,D,New South Wales
26735,26735,-36.964,148.25,moderate,1.0,1.0,2020-01-04,400,A,85,6.0NRT,306.2,30.6,D,Victoria
27647,27647,-36.488,147.772,moderate,1.0,1.0,2020-01-04,400,A,100,6.0NRT,303.6,411.2,D,Victoria
4645,4645,-32.035,135.919,high,2.5,1.5,2019-12-30,525,A,70,6.0NRT,310.2,44.9,D,South Australia
28502,28502,-35.934,148.386,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,334.6,513.3,D,New South Wales
615,615,-34.319,118.179,high,1.1,1.1,2019-12-29,200,T,88,6.0NRT,312.2,34.8,D,Western Australia
8031,8031,-34.286,150.383,low,1.5,1.2,2019-12-30,1310,T,17,6.0NRT,297.5,19.6,N,New South Wales
14957,14957,-25.436,128.39,high,1.0,1.0,2020-01-01,515,A,72,6.0NRT,319.7,50.2,D,Western Australia
21304,21304,-37.429,149.121,low,1.0,1.0,2020-01-02,1520,A,100,6.0NRT,291.3,45.9,N,Victoria
12743,12743,-29.468,152.587,low,1.8,1.3,2019-12-31,1530,A,72,6.0NRT,290.8,17.2,N,New South Wales
30988,30988,-34.287,150.148,low,2.8,1.6,2020-01-04,1325,T,70,6.0NRT,291.7,60.1,N,New South Wales
5712,5712,-37.596,148.03,low,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,295.2,0.0,N,Victoria
33123,33123,-37.373,149.199,low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,290.6,50.1,N,Victoria
34715,20239,-24.472,129.099,moderate,4.3,1.9,2020-01-02,555,A,91,6.0NRT,303.5,357.7,D,Northern Territory
5348,5348,-37.702,148.158,moderate,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,309.5,0.0,N,Victoria
32338,32338,-37.172,149.556,low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,299.1,0.0,N,New South Wales
18554,18554,-36.571,149.92,low,1.3,1.1,2020-01-02,415,A,78,6.0NRT,295.5,33.8,D,New South Wales
2004,2004,-32.919,123.606,low,2.1,1.4,2019-12-29,1405,T,68,6.0NRT,291.1,28.1,N,Western Australia
31676,31676,-34.682,150.406,very low,1.0,1.0,2020-01-04,1505,A,65,6.0NRT,287.4,24.4,N,New South Wales
7472,7472,-36.05,147.694,high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,317.6,131.4,N,Victoria
26222,26222,-37.374,149.551,low,1.0,1.0,2020-01-04,400,A,100,6.0NRT,296.6,715.4,D,Victoria
14366,14366,-35.279,149.967,moderate,1.7,1.3,2020-01-01,330,A,96,6.0NRT,303.5,132.1,D,New South Wales
16506,16506,-26.495,150.655,low,1.4,1.2,2020-01-01,1300,T,14,6.0NRT,296.1,9.5,N,Queensland
17973,17973,-32.402,123.162,moderate,1.4,1.2,2020-01-02,135,T,100,6.0NRT,305.4,317.6,D,Western Australia
27762,27762,-36.352,148.289,moderate,1.0,1.0,2020-01-04,400,A,92,6.0NRT,301.2,51.3,D,New South Wales
7647,7647,-35.964,147.594,moderate,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,305.4,63.7,N,New South Wales
16939,16939,-31.837,121.482,moderate,1.0,1.0,2020-01-01,1435,T,100,6.0NRT,304.1,49.1,N,Western Australia
32354,32354,-37.164,149.451,low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,292.1,0.0,N,New South Wales
18176,18176,-17.417,145.222,moderate,1.5,1.2,2020-01-02,420,A,87,6.0NRT,307.8,55.6,D,Queensland
7638,7638,-35.573,149.893,moderate,1.3,1.1,2019-12-30,1310,T,40,6.0NRT,300.9,18.1,N,New South Wales
2736,2736,-35.898,147.569,low,1.6,1.3,2019-12-29,1540,A,76,6.0NRT,292.6,15.8,N,New South Wales
4371,4371,-31.778,151.807,high,1.0,1.0,2019-12-30,345,A,93,6.0NRT,314.2,48.6,D,New South Wales
12685,12685,-18.077,144.792,low,1.5,1.2,2019-12-31,1525,A,69,6.0NRT,290.7,14.4,N,Queensland
15751,15751,-36.994,146.952,very low,1.1,1.0,2020-01-01,1255,T,66,6.0NRT,288.0,9.0,N,Victoria
9796,9796,-37.355,148.697,moderate,1.7,1.3,2019-12-30,1445,A,100,6.0NRT,300.0,0.0,N,Victoria
31671,31671,-34.672,150.339,low,1.0,1.0,2020-01-04,1505,A,91,6.0NRT,294.7,63.9,N,New South Wales
31108,31108,-30.858,151.021,moderate,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,300.1,56.0,N,New South Wales
24052,24052,-34.823,150.313,low,1.0,1.0,2020-01-03,1245,T,53,6.0NRT,295.4,10.7,N,New South Wales
7511,7511,-36.031,147.69,high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,312.1,92.8,N,Victoria
7778,7778,-35.544,148.025,moderate,1.1,1.1,2019-12-30,1310,T,100,6.0NRT,303.6,781.9,N,New South Wales
20121,20121,-31.244,121.156,very high,1.1,1.0,2020-01-02,555,A,100,6.0NRT,324.1,298.2,D,Western Australia
13139,13139,-36.502,149.909,very low,1.5,1.2,2019-12-31,1530,A,74,6.0NRT,287.5,42.6,N,New South Wales
20535,20535,-31.163,132.718,moderate,1.3,1.1,2020-01-02,1340,T,100,6.0NRT,300.8,24.0,N,South Australia
3068,3068,-34.211,150.034,moderate,2.7,1.6,2019-12-29,2330,T,87,6.0NRT,303.5,147.8,D,New South Wales
26692,26692,-37.222,146.525,moderate,1.1,1.0,2020-01-04,400,A,97,6.0NRT,309.8,71.5,D,Victoria
22230,22230,-35.822,150.001,low,2.7,1.6,2020-01-03,320,A,67,6.0NRT,298.4,104.3,D,New South Wales
12202,12202,-37.41,149.125,very low,3.3,1.7,2019-12-31,1215,T,85,6.0NRT,285.3,151.7,N,Victoria
21199,21199,-37.055,147.082,very low,1.0,1.0,2020-01-02,1520,A,94,6.0NRT,287.4,16.4,N,Victoria
1073,1073,-34.335,118.399,moderate,1.3,1.1,2019-12-29,620,A,97,6.0NRT,308.2,88.1,D,Western Australia
2925,2925,-37.745,149.422,low,2.2,1.4,2019-12-29,1540,A,100,6.0NRT,295.7,101.5,N,Victoria
20279,20279,-37.629,149.005,very low,3.0,1.7,2020-01-02,1340,T,16,6.0NRT,286.9,46.9,N,Victoria
15460,15460,-37.538,148.531,very low,1.0,1.0,2020-01-01,1255,T,32,6.0NRT,287.8,19.8,N,Victoria
26914,26914,-37.014,147.329,high,1.0,1.0,2020-01-04,400,A,97,6.0NRT,312.5,54.8,D,Victoria
28282,28282,-36.017,148.319,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,400.1,819.1,D,New South Wales
19559,19559,-32.42,123.663,moderate,1.3,1.1,2020-01-02,555,A,70,6.0NRT,304.3,26.7,D,Western Australia
31817,31817,-35.029,150.56,very low,1.0,1.0,2020-01-04,1505,A,35,6.0NRT,288.5,15.1,N,New South Wales
9334,9334,-36.222,149.551,very low,1.7,1.3,2019-12-30,1445,A,99,6.0NRT,288.3,60.9,N,New South Wales
32841,32841,-37.346,149.549,low,1.0,1.0,2020-01-04,1505,A,48,6.0NRT,290.0,21.6,N,Victoria
11122,11122,-35.809,148.102,very low,1.0,1.0,2019-12-31,10,T,100,6.0NRT,288.4,0.0,D,New South Wales
24782,24782,-29.408,152.603,high,1.2,1.1,2020-01-03,2345,T,52,6.0NRT,313.2,15.4,D,New South Wales
32398,32398,-37.25,149.939,very low,1.0,1.0,2020-01-04,1505,A,97,6.0NRT,289.7,0.0,N,New South Wales
10373,10373,-32.557,150.252,high,1.0,1.0,2019-12-31,10,T,80,6.0NRT,312.3,27.4,D,New South Wales
31469,31469,-33.846,150.432,low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,299.5,84.0,N,New South Wales
20557,20557,-28.209,129.822,very low,1.8,1.3,2020-01-02,1340,T,35,6.0NRT,280.9,40.2,N,South Australia
19536,19536,-32.497,123.403,high,1.2,1.1,2020-01-02,555,A,76,6.0NRT,311.1,33.5,D,Western Australia
10300,10300,-31.507,151.311,high,1.1,1.0,2019-12-31,10,T,100,6.0NRT,312.3,87.5,D,New South Wales
32459,32459,-37.168,149.252,very low,1.0,1.0,2020-01-04,1505,A,77,6.0NRT,283.9,25.6,N,New South Wales
34037,34037,-21.598,148.69,low,1.2,1.1,2020-01-05,1235,T,18,6.0NRT,293.6,5.6,N,Queensland
5540,5540,-37.637,148.046,high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,311.5,0.0,N,Victoria
10823,10823,-34.973,150.131,high,1.1,1.0,2019-12-31,10,T,87,6.0NRT,315.6,25.5,D,New South Wales
15957,15957,-36.286,147.942,low,1.0,1.0,2020-01-01,1255,T,100,6.0NRT,293.2,24.9,N,Victoria
4934,4934,-28.558,128.563,very high,1.1,1.0,2019-12-30,525,A,65,6.0NRT,320.3,11.0,D,Western Australia
7532,7532,-36.02,147.7,moderate,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,307.1,59.9,N,Victoria
8090,8090,-33.81,150.084,moderate,1.5,1.2,2019-12-30,1310,T,100,6.0NRT,300.6,38.0,N,New South Wales
20396,20396,-36.256,149.972,very low,3.8,1.8,2020-01-02,1340,T,78,6.0NRT,281.3,84.7,N,New South Wales
20096,20096,-31.255,121.188,high,1.1,1.0,2020-01-02,555,A,100,6.0NRT,311.8,69.3,D,Western Australia
13153,13153,-36.553,149.864,very low,1.5,1.2,2019-12-31,1530,A,66,6.0NRT,288.8,68.5,N,New South Wales
28014,28014,-35.991,149.567,high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,319.5,134.2,D,New South Wales
225,225,-31.386,151.763,low,1.6,1.3,2019-12-29,20,T,47,6.0NRT,299.9,43.6,D,New South Wales
34463,10115,-23.786,129.712,low,1.5,1.2,2019-12-30,1620,A,91,6.0NRT,297.2,17.1,N,Northern Territory
1013,1013,-33.56,123.705,very high,2.9,1.6,2019-12-29,620,A,100,6.0NRT,322.7,792.1,D,Western Australia
7087,7087,-36.269,149.572,moderate,1.3,1.1,2019-12-30,1310,T,100,6.0NRT,307.4,218.8,N,New South Wales
12117,12117,-30.819,123.39,high,2.0,1.4,2019-12-31,605,A,46,6.0NRT,312.9,54.8,D,Western Australia
22667,22667,-35.877,136.609,high,1.1,1.0,2020-01-03,500,A,84,6.0NRT,316.2,28.3,D,South Australia
9304,9304,-36.179,149.635,very low,1.6,1.3,2019-12-30,1445,A,72,6.0NRT,281.7,20.3,N,New South Wales
3436,3436,-29.033,128.319,moderate,2.3,1.5,2019-12-30,105,T,94,6.0NRT,305.2,165.8,D,Western Australia
29168,29168,-35.403,147.972,moderate,1.0,1.0,2020-01-04,400,A,82,6.0NRT,306.6,16.6,D,New South Wales
26745,26745,-37.097,147.255,high,1.1,1.0,2020-01-04,400,A,100,6.0NRT,310.1,114.0,D,Victoria
21744,21744,-35.869,136.65,very high,1.2,1.1,2020-01-03,45,T,100,6.0NRT,327.2,2185.0,D,South Australia
8896,8896,-34.892,150.134,low,1.6,1.3,2019-12-30,1445,A,75,6.0NRT,296.5,29.1,N,New South Wales
19271,19271,-32.876,124.283,very low,1.4,1.2,2020-01-02,555,A,87,6.0NRT,277.6,112.6,D,Western Australia
548,548,-30.791,123.434,very high,1.1,1.0,2019-12-29,200,T,100,6.0NRT,325.0,147.8,D,Western Australia
1175,1175,-33.232,122.331,high,2.4,1.5,2019-12-29,620,A,100,6.0NRT,311.2,357.1,D,Western Australia
8417,8417,-21.503,140.748,moderate,1.0,1.0,2019-12-30,1315,T,76,6.0NRT,300.9,6.0,N,Queensland
2321,2321,-28.865,128.936,moderate,1.0,1.0,2019-12-29,1405,T,100,6.0NRT,304.5,19.2,N,Western Australia
759,759,-29.08,131.321,very high,1.8,1.3,2019-12-29,440,A,100,6.0NRT,323.8,206.3,D,South Australia
12757,12757,-31.131,150.617,low,1.4,1.2,2019-12-31,1530,A,81,6.0NRT,296.8,12.3,N,New South Wales
18466,18466,-37.618,147.744,moderate,1.0,1.0,2020-01-02,415,A,100,6.0NRT,304.2,129.5,D,Victoria
33051,33051,-37.441,149.815,very low,1.0,1.0,2020-01-04,1505,A,88,6.0NRT,275.1,17.1,N,New South Wales
27342,27342,-36.471,149.558,high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,315.9,149.5,D,New South Wales
4505,4505,-29.467,152.144,high,1.0,1.0,2019-12-30,345,A,92,6.0NRT,314.3,47.2,D,New South Wales
31858,31858,-36.124,149.365,very low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,288.2,22.8,N,New South Wales
32689,32689,-37.255,149.272,low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,292.0,0.0,N,Victoria
31648,31648,-34.655,150.407,low,1.0,1.0,2020-01-04,1505,A,91,6.0NRT,290.5,24.2,N,New South Wales
21654,21654,-37.739,148.235,low,1.0,1.0,2020-01-02,1520,A,92,6.0NRT,290.2,23.7,N,Victoria
2771,2771,-37.38,147.692,low,1.7,1.3,2019-12-29,1540,A,52,6.0NRT,294.8,21.3,N,Victoria
24585,24585,-35.991,148.33,low,3.6,1.8,2020-01-03,1600,A,84,6.0NRT,292.0,69.1,N,New South Wales
28953,28953,-35.31,150.033,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,322.9,140.4,D,New South Wales
10520,10520,-33.767,150.171,high,1.0,1.0,2019-12-31,10,T,100,6.0NRT,317.0,94.7,D,New South Wales
2195,2195,-30.861,123.775,low,1.9,1.3,2019-12-29,1405,T,65,6.0NRT,298.8,20.8,N,Western Australia
19682,19682,-32.411,123.432,high,1.3,1.1,2020-01-02,555,A,86,6.0NRT,316.5,33.2,D,Western Australia
18421,18421,-37.652,148.045,moderate,1.1,1.0,2020-01-02,415,A,100,6.0NRT,306.3,141.6,D,Victoria
34005,34005,-25.428,149.199,low,1.2,1.1,2020-01-05,1235,T,100,6.0NRT,299.2,26.4,N,Queensland
32545,32545,-37.294,149.934,very low,1.0,1.0,2020-01-04,1505,A,93,6.0NRT,284.5,0.0,N,New South Wales
22575,22575,-35.921,136.676,very high,1.1,1.0,2020-01-03,500,A,100,6.0NRT,322.2,0.0,D,South Australia
28245,28245,-36.133,147.615,very high,1.0,1.0,2020-01-04,400,A,87,6.0NRT,400.1,1663.4,D,Victoria
27451,27451,-36.607,147.833,high,1.0,1.0,2020-01-04,400,A,97,6.0NRT,312.9,62.2,D,Victoria
