,Unnamed: 0,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,state
22014,22014,-35.801,136.674,moderate,1.2,1.1,2020-01-03,40,T,97,6.0NRT,306.3,70.3,D,South Australia
32541,32541,-37.283,149.865,low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,298.3,0.0,N,New South Wales
22941,22941,-35.871,147.533,moderate,4.3,1.9,2020-01-03,455,A,84,6.0NRT,300.3,276.2,D,New South Wales
15864,15864,-36.264,150.004,very low,1.0,1.0,2020-01-01,1255,T,100,6.0NRT,289.4,38.7,N,New South Wales
18,18,-32.608,150.646,moderate,1.5,1.2,2019-12-29,25,T,79,6.0NRT,308.4,41.1,D,New South Wales
10802,10802,-34.925,150.128,high,1.1,1.0,2019-12-31,10,T,93,6.0NRT,314.8,44.6,D,New South Wales
16817,16817,-32.516,121.961,moderate,1.0,1.0,2020-01-01,1435,T,100,6.0NRT,300.1,37.1,N,Western Australia
18932,18932,-35.769,148.251,moderate,1.1,1.1,2020-01-02,415,A,44,6.0NRT,302.5,16.0,D,New South Wales
24809,24809,-31.43,151.75,high,1.3,1.1,2020-01-03,2345,T,98,6.0NRT,310.6,85.3,D,New South Wales
26001,26001,-37.628,147.547,high,1.7,1.3,2020-01-03,2345,T,68,6.0NRT,311.0,36.4,D,Victoria
19864,19864,-32.011,121.652,very high,1.1,1.0,2020-01-02,555,A,99,6.0NRT,320.6,62.1,D,Western Australia
14881,14881,-28.928,128.75,very high,1.0,1.0,2020-01-01,510,A,100,6.0NRT,329.5,219.8,D,Western Australia
29970,29970,-31.765,151.759,low,4.1,1.9,2020-01-04,1330,T,42,6.0NRT,296.7,38.9,N,New South Wales
34491,10144,-24.365,129.135,low,1.6,1.2,2019-12-30,1620,A,98,6.0NRT,299.2,22.0,N,Northern Territory
1672,1672,-33.194,150.063,low,1.6,1.3,2019-12-29,1225,T,96,6.0NRT,296.3,25.3,N,New South Wales
4450,4450,-31.401,151.746,moderate,1.0,1.0,2019-12-30,345,A,82,6.0NRT,307.4,31.3,D,New South Wales
24609,24609,-36.494,147.715,low,3.3,1.7,2020-01-03,1600,A,83,6.0NRT,294.0,62.8,N,Victoria
4361,4361,-31.8,151.845,moderate,1.0,1.0,2019-12-30,345,A,61,6.0NRT,309.5,17.2,D,New South Wales
4584,4584,-33.368,136.983,moderate,2.7,1.6,2019-12-30,525,A,49,6.0NRT,303.3,61.4,D,South Australia
23076,23076,-37.621,149.005,low,1.2,1.1,2020-01-03,1245,T,11,6.0NRT,291.8,10.9,N,Victoria
25693,25693,-37.053,147.074,moderate,1.8,1.3,2020-01-03,2345,T,85,6.0NRT,306.1,65.8,D,Victoria
28052,28052,-35.966,149.613,moderate,1.0,1.0,2020-01-04,400,A,84,6.0NRT,308.9,24.6,D,New South Wales
27371,27371,-36.695,147.857,high,1.0,1.0,2020-01-04,400,A,98,6.0NRT,316.0,64.2,D,Victoria
15301,15301,-37.46,149.715,very low,1.0,1.0,2020-01-01,1255,T,13,6.0NRT,286.5,10.0,N,Victoria
12444,12444,-31.388,151.704,low,1.9,1.3,2019-12-31,1215,T,98,6.0NRT,293.5,39.5,N,New South Wales
22387,22387,-36.055,136.776,very low,1.1,1.0,2020-01-03,500,A,100,6.0NRT,283.4,0.0,D,South Australia
14717,14717,-32.432,121.382,moderate,2.8,1.6,2020-01-01,510,A,99,6.0NRT,308.6,318.7,D,Western Australia
29624,29624,-32.556,150.627,high,1.2,1.1,2020-01-04,405,A,97,6.0NRT,312.5,72.3,D,New South Wales
34555,11370,-16.74,135.895,low,2.7,1.6,2019-12-31,145,T,62,6.0NRT,290.7,47.5,D,Northern Territory
33545,33545,-17.108,144.185,moderate,1.4,1.2,2020-01-05,25,T,74,6.0NRT,304.2,15.6,D,Queensland
20909,20909,-36.196,149.504,very low,1.0,1.0,2020-01-02,1515,A,45,6.0NRT,285.0,7.5,N,New South Wales
32359,32359,-37.173,149.508,low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,294.3,0.0,N,New South Wales
19713,19713,-32.573,122.352,high,1.1,1.1,2020-01-02,555,A,57,6.0NRT,314.4,14.0,D,Western Australia
30997,30997,-34.307,149.926,very low,2.7,1.6,2020-01-04,1325,T,39,6.0NRT,289.5,19.5,N,New South Wales
19022,19022,-35.418,148.022,high,1.1,1.1,2020-01-02,415,A,100,6.0NRT,312.9,367.3,D,New South Wales
25118,25118,-35.856,150.103,moderate,1.3,1.1,2020-01-03,2345,T,86,6.0NRT,305.4,47.0,D,New South Wales
12271,12271,-36.044,147.788,low,3.9,1.8,2019-12-31,1215,T,100,6.0NRT,290.3,214.0,N,Victoria
26328,26328,-37.146,148.395,high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,315.1,1463.6,D,Victoria
9563,9563,-36.088,147.606,very low,2.2,1.4,2019-12-30,1445,A,0,6.0NRT,267.7,50.3,N,Victoria
9402,9402,-36.297,149.634,high,1.6,1.3,2019-12-30,1445,A,100,6.0NRT,312.7,215.8,N,New South Wales
22417,22417,-36.019,136.755,very high,1.1,1.0,2020-01-03,500,A,100,6.0NRT,400.1,0.0,D,South Australia
99,99,-33.749,150.159,low,1.4,1.2,2019-12-29,25,T,99,6.0NRT,299.5,129.9,D,New South Wales
30708,30708,-36.342,148.009,very low,1.9,1.3,2020-01-04,1325,T,62,6.0NRT,275.3,33.1,N,Victoria
15250,15250,-37.614,148.778,very low,1.0,1.0,2020-01-01,1255,T,85,6.0NRT,285.4,14.1,N,Victoria
22635,22635,-35.892,136.637,high,1.1,1.0,2020-01-03,500,A,42,6.0NRT,314.6,22.5,D,South Australia
13979,13979,-32.644,150.797,moderate,1.4,1.2,2020-01-01,335,A,56,6.0NRT,307.0,31.6,D,New South Wales
8708,8708,-32.678,150.838,low,1.6,1.3,2019-12-30,1445,A,82,6.0NRT,295.9,16.5,N,New South Wales
17205,17205,-21.722,140.067,low,1.1,1.1,2020-01-01,1610,A,70,6.0NRT,294.0,9.5,N,Queensland
25981,25981,-37.568,147.549,high,1.7,1.3,2020-01-03,2345,T,100,6.0NRT,312.4,175.0,D,Victoria
31539,31539,-34.29,150.255,low,1.0,1.0,2020-01-04,1505,A,98,6.0NRT,292.4,15.9,N,New South Wales
28688,28688,-35.652,149.861,very high,1.0,1.0,2020-01-04,400,A,55,6.0NRT,323.4,86.5,D,New South Wales
25715,25715,-37.076,147.21,moderate,1.8,1.3,2020-01-03,2345,T,81,6.0NRT,304.5,52.2,D,Victoria
28817,28817,-35.786,148.262,moderate,1.0,1.0,2020-01-04,400,A,80,6.0NRT,309.3,19.5,D,New South Wales
11073,11073,-35.789,149.992,moderate,1.1,1.0,2019-12-31,10,T,100,6.0NRT,302.7,0.0,D,New South Wales
684,684,-31.412,151.8,moderate,3.8,1.8,2019-12-29,300,A,94,6.0NRT,304.4,338.2,D,New South Wales
32780,32780,-37.308,149.427,very low,1.0,1.0,2020-01-04,1505,A,87,6.0NRT,285.7,30.7,N,Victoria
10953,10953,-35.623,149.933,very low,1.1,1.0,2019-12-31,10,T,78,6.0NRT,272.0,28.7,D,New South Wales
1230,1230,-32.701,121.27,high,2.1,1.4,2019-12-29,620,A,32,6.0NRT,312.8,50.4,D,Western Australia
30036,30036,-37.673,149.18,very low,2.0,1.4,2020-01-04,1325,T,100,6.0NRT,282.0,212.9,N,Victoria
8331,8331,-31.388,151.701,low,2.1,1.4,2019-12-30,1310,T,100,6.0NRT,293.1,86.0,N,New South Wales
6007,6007,-37.446,148.325,high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,310.1,0.0,N,Victoria
1416,1416,-30.848,123.436,very high,3.3,1.7,2019-12-29,620,A,92,6.0NRT,322.8,215.9,D,Western Australia
6791,6791,-37.083,148.166,low,1.1,1.0,2019-12-30,1310,T,29,6.0NRT,294.6,12.2,N,Victoria
27895,27895,-36.288,147.962,high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,312.8,183.9,D,Victoria
28829,28829,-35.765,148.348,low,1.0,1.0,2020-01-04,400,A,100,6.0NRT,296.2,0.0,D,New South Wales
32521,32521,-37.195,149.304,very low,1.0,1.0,2020-01-04,1505,A,85,6.0NRT,287.7,43.9,N,New South Wales
3465,3465,-31.206,132.906,high,1.1,1.1,2019-12-30,105,T,91,6.0NRT,311.8,47.9,D,South Australia
22523,22523,-35.954,136.709,very high,1.1,1.0,2020-01-03,500,A,100,6.0NRT,331.2,0.0,D,South Australia
3638,3638,-37.593,149.378,moderate,1.3,1.1,2019-12-30,345,A,87,6.0NRT,304.4,245.2,D,Victoria
20652,20652,-26.513,150.677,low,1.0,1.0,2020-01-02,1515,A,78,6.0NRT,295.9,15.7,N,Queensland
20078,20078,-30.877,123.495,very high,1.3,1.1,2020-01-02,555,A,100,6.0NRT,325.0,499.1,D,Western Australia
18349,18349,-37.654,148.722,low,1.1,1.1,2020-01-02,415,A,67,6.0NRT,290.3,19.2,D,Victoria
15485,15485,-37.512,148.584,low,1.0,1.0,2020-01-01,1255,T,100,6.0NRT,292.5,59.1,N,Victoria
17706,17706,-25.413,149.172,moderate,1.5,1.2,2020-01-01,2355,T,63,6.0NRT,306.9,24.6,D,Queensland
24797,24797,-29.45,152.131,moderate,1.3,1.1,2020-01-03,2345,T,80,6.0NRT,309.0,33.1,D,New South Wales
24751,24751,-19.806,143.691,very low,1.1,1.1,2020-01-03,1555,A,32,6.0NRT,288.3,5.5,N,Queensland
21948,21948,-37.041,148.127,moderate,2.2,1.4,2020-01-03,40,T,18,6.0NRT,300.2,31.4,D,Victoria
31437,31437,-32.741,150.096,low,1.1,1.0,2020-01-04,1505,A,83,6.0NRT,299.0,7.4,N,New South Wales
6251,6251,-37.323,148.601,very high,1.1,1.1,2019-12-30,1310,T,100,6.0NRT,344.8,0.0,N,Victoria
13816,13816,-35.746,136.779,moderate,1.0,1.0,2020-01-01,55,T,99,6.0NRT,304.9,73.3,D,South Australia
27827,27827,-36.103,149.552,high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,310.3,229.7,D,New South Wales
5209,5209,-37.724,149.563,very low,1.2,1.1,2019-12-30,1310,T,91,6.0NRT,279.3,33.5,N,Victoria
28854,28854,-35.799,148.035,high,1.0,1.0,2020-01-04,400,A,90,6.0NRT,316.7,68.3,D,New South Wales
22760,22760,-33.291,136.928,very high,1.2,1.1,2020-01-03,500,A,75,6.0NRT,328.7,17.0,D,South Australia
13432,13432,-37.666,149.076,very low,1.4,1.2,2019-12-31,1530,A,78,6.0NRT,284.6,18.6,N,Victoria
29501,29501,-34.271,150.248,high,1.1,1.0,2020-01-04,405,A,81,6.0NRT,316.7,19.1,D,New South Wales
24247,24247,-32.054,151.435,low,1.0,1.0,2020-01-03,1245,T,35,6.0NRT,295.2,6.4,N,New South Wales
21051,21051,-36.489,148.173,very low,1.0,1.0,2020-01-02,1515,A,83,6.0NRT,287.5,12.4,N,New South Wales
15050,15050,-37.708,149.28,very low,1.0,1.0,2020-01-01,1255,T,38,6.0NRT,285.2,6.5,N,Victoria
27917,27917,-36.007,149.77,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,325.0,929.8,D,New South Wales
33283,33283,-37.545,149.24,very low,1.0,1.0,2020-01-04,1505,A,4,6.0NRT,286.9,8.9,N,Victoria
4648,4648,-32.063,135.791,high,2.4,1.5,2019-12-30,525,A,100,6.0NRT,317.1,361.2,D,South Australia
27643,27643,-36.241,149.498,high,1.0,1.0,2020-01-04,400,A,90,6.0NRT,312.4,33.7,D,New South Wales
20957,20957,-36.437,149.946,very low,1.1,1.0,2020-01-02,1515,A,18,6.0NRT,288.0,10.1,N,New South Wales
33601,33601,-32.362,123.61,high,1.3,1.1,2020-01-05,210,T,75,6.0NRT,313.1,22.2,D,Western Australia
25663,25663,-36.927,146.645,moderate,1.9,1.4,2020-01-03,2345,T,73,6.0NRT,303.8,57.8,D,Victoria
30222,30222,-37.216,149.983,very low,2.3,1.5,2020-01-04,1325,T,100,6.0NRT,286.5,0.0,N,New South Wales
12935,12935,-35.645,149.879,very low,1.4,1.2,2019-12-31,1530,A,100,6.0NRT,287.0,57.1,N,New South Wales
22059,22059,-19.892,118.896,low,1.0,1.0,2020-01-03,215,T,61,6.0NRT,299.7,7.6,D,Western Australia
1067,1067,-34.346,118.402,high,1.3,1.1,2019-12-29,620,A,100,6.0NRT,319.6,350.1,D,Western Australia
24992,24992,-34.828,150.361,high,1.3,1.1,2020-01-03,2345,T,100,6.0NRT,316.4,533.1,D,New South Wales
16831,16831,-32.51,121.937,moderate,1.0,1.0,2020-01-01,1435,T,100,6.0NRT,302.9,42.1,N,Western Australia
2828,2828,-37.5,147.633,low,1.7,1.3,2019-12-29,1540,A,71,6.0NRT,296.3,20.9,N,Victoria
12853,12853,-32.587,150.41,low,1.4,1.2,2019-12-31,1530,A,27,6.0NRT,293.7,18.0,N,New South Wales
27915,27915,-36.31,147.734,high,1.0,1.0,2020-01-04,400,A,94,6.0NRT,319.5,524.7,D,Victoria
27479,27479,-36.538,148.208,low,1.0,1.0,2020-01-04,400,A,55,6.0NRT,299.7,15.0,D,New South Wales
1719,1719,-32.712,150.89,low,1.4,1.2,2019-12-29,1225,T,66,6.0NRT,298.1,21.4,N,New South Wales
19914,19914,-31.056,123.772,high,1.4,1.2,2020-01-02,555,A,100,6.0NRT,313.5,151.3,D,Western Australia
10955,10955,-35.629,149.98,moderate,1.1,1.0,2019-12-31,10,T,74,6.0NRT,303.8,32.4,D,New South Wales
10939,10939,-35.6,149.9,high,1.1,1.0,2019-12-31,10,T,100,6.0NRT,315.3,418.9,D,New South Wales
27438,27438,-36.616,147.835,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,322.8,244.6,D,Victoria
1775,1775,-32.603,150.648,low,1.5,1.2,2019-12-29,1225,T,73,6.0NRT,298.8,17.4,N,New South Wales
11243,11243,-36.705,140.213,moderate,2.0,1.4,2019-12-31,10,T,84,6.0NRT,304.5,55.6,D,South Australia
23149,23149,-37.552,149.069,low,1.2,1.1,2020-01-03,1245,T,100,6.0NRT,292.9,27.5,N,Victoria
25294,25294,-36.225,149.525,high,1.4,1.2,2020-01-03,2345,T,100,6.0NRT,314.9,259.8,D,New South Wales
20043,20043,-30.927,123.698,high,1.4,1.2,2020-01-02,555,A,47,6.0NRT,313.9,35.0,D,Western Australia
2063,2063,-32.086,121.672,low,2.7,1.6,2019-12-29,1405,T,10,6.0NRT,293.2,31.3,N,Western Australia
9668,9668,-37.274,148.676,very low,1.8,1.3,2019-12-30,1445,A,0,6.0NRT,288.0,36.7,N,Victoria
14384,14384,-35.141,150.479,low,1.6,1.2,2020-01-01,330,A,78,6.0NRT,297.0,51.0,D,New South Wales
6129,6129,-37.409,148.315,moderate,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,304.2,46.6,N,Victoria
22672,22672,-35.842,136.772,high,1.1,1.0,2020-01-03,500,A,100,6.0NRT,313.8,121.7,D,South Australia
24945,24945,-34.331,150.338,high,1.4,1.2,2020-01-03,2345,T,96,6.0NRT,310.8,82.1,D,New South Wales
6056,6056,-37.352,148.779,very low,1.1,1.1,2019-12-30,1310,T,73,6.0NRT,272.3,15.5,N,Victoria
17493,17493,-35.888,148.334,low,1.1,1.1,2020-01-02,0,T,30,6.0NRT,294.3,13.2,D,New South Wales
17343,17343,-35.133,150.561,low,1.0,1.0,2020-01-02,0,T,71,6.0NRT,298.5,26.5,D,New South Wales
18707,18707,-36.31,147.96,moderate,1.1,1.0,2020-01-02,415,A,48,6.0NRT,300.2,13.8,D,Victoria
21473,21473,-37.594,148.773,very low,1.0,1.0,2020-01-02,1520,A,100,6.0NRT,289.4,21.8,N,Victoria
18773,18773,-36.106,147.896,moderate,1.1,1.0,2020-01-02,415,A,88,6.0NRT,304.7,39.5,D,Victoria
19425,19425,-32.913,123.677,moderate,1.3,1.1,2020-01-02,555,A,64,6.0NRT,304.4,28.4,D,Western Australia
28160,28160,-36.134,147.934,very low,1.0,1.0,2020-01-04,400,A,61,6.0NRT,282.6,18.2,D,Victoria
12963,12963,-35.498,147.913,very low,1.2,1.1,2019-12-31,1530,A,33,6.0NRT,287.7,9.9,N,New South Wales
28576,28576,-35.927,148.304,high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,314.5,80.4,D,New South Wales
25681,25681,-37.066,147.197,moderate,1.8,1.3,2020-01-03,2345,T,94,6.0NRT,306.5,116.6,D,Victoria
25014,25014,-34.866,150.12,high,1.4,1.2,2020-01-03,2345,T,77,6.0NRT,310.1,26.4,D,New South Wales
27071,27071,-36.968,146.684,moderate,1.1,1.0,2020-01-04,400,A,49,6.0NRT,307.2,28.1,D,Victoria
16259,16259,-35.574,147.917,very low,1.0,1.0,2020-01-01,1255,T,81,6.0NRT,289.5,11.0,N,New South Wales
4690,4690,-31.678,132.948,moderate,1.6,1.3,2019-12-30,525,A,76,6.0NRT,307.3,35.7,D,South Australia
9661,9661,-37.262,148.681,very low,1.8,1.3,2019-12-30,1445,A,100,6.0NRT,289.7,108.3,N,Victoria
14769,14769,-30.341,132.642,very high,1.1,1.1,2020-01-01,510,A,100,6.0NRT,330.2,128.5,D,South Australia
16823,16823,-32.291,123.488,low,1.0,1.0,2020-01-01,1435,T,92,6.0NRT,296.7,11.7,N,Western Australia
19431,19431,-32.927,123.596,very high,1.3,1.1,2020-01-02,555,A,100,6.0NRT,322.7,83.3,D,Western Australia
14040,14040,-32.556,150.248,moderate,1.5,1.2,2020-01-01,335,A,36,6.0NRT,308.9,22.9,D,New South Wales
17013,17013,-29.441,152.576,very low,2.4,1.5,2020-01-01,1435,A,10,6.0NRT,289.7,20.0,N,New South Wales
33874,33874,-32.58,121.969,high,3.0,1.6,2020-01-05,625,A,47,6.0NRT,314.0,70.6,D,Western Australia
22431,22431,-36.016,136.717,very high,1.1,1.0,2020-01-03,500,A,100,6.0NRT,400.1,0.0,D,South Australia
21868,21868,-35.407,147.969,high,2.1,1.4,2020-01-03,40,T,86,6.0NRT,311.1,77.2,D,New South Wales
29907,29907,-30.851,123.332,high,1.0,1.0,2020-01-04,545,A,100,6.0NRT,317.4,201.5,D,Western Australia
19036,19036,-34.994,150.095,moderate,1.4,1.2,2020-01-02,415,A,61,6.0NRT,307.1,23.1,D,New South Wales
19308,19308,-32.876,124.163,very high,1.3,1.1,2020-01-02,555,A,100,6.0NRT,321.9,221.9,D,Western Australia
1851,1851,-31.791,151.788,low,1.2,1.1,2019-12-29,1225,T,46,6.0NRT,294.6,6.8,N,New South Wales
26004,26004,-37.625,147.541,high,1.7,1.3,2020-01-03,2345,T,69,6.0NRT,310.3,40.2,D,Victoria
14130,14130,-26.303,150.427,high,1.3,1.1,2020-01-01,335,A,27,6.0NRT,314.2,19.5,D,Queensland
19535,19535,-32.495,123.416,high,1.2,1.1,2020-01-02,555,A,100,6.0NRT,313.3,91.0,D,Western Australia
23534,23534,-36.972,146.806,low,1.5,1.2,2020-01-03,1245,T,59,6.0NRT,294.2,27.5,N,Victoria
30426,30426,-37.282,149.253,very low,2.1,1.4,2020-01-04,1325,T,0,6.0NRT,288.5,91.8,N,Victoria
7014,7014,-36.309,149.636,very high,1.3,1.1,2019-12-30,1310,T,100,6.0NRT,348.3,1138.6,N,New South Wales
20429,20429,-35.84,150.057,very low,3.9,1.8,2020-01-02,1340,T,26,6.0NRT,287.1,39.8,N,New South Wales
11448,11448,-41.575,147.888,high,1.2,1.1,2019-12-31,425,A,96,6.0NRT,311.2,116.3,D,Tasmania
10032,10032,-37.386,147.659,low,2.0,1.4,2019-12-30,1445,A,86,6.0NRT,297.4,67.5,N,Victoria
4289,4289,-32.612,150.661,high,1.1,1.0,2019-12-30,345,A,90,6.0NRT,310.5,44.9,D,New South Wales
9472,9472,-36.361,149.667,very high,1.6,1.3,2019-12-30,1445,A,100,6.0NRT,323.3,498.9,N,New South Wales
6939,6939,-36.384,149.625,low,1.3,1.1,2019-12-30,1310,T,100,6.0NRT,298.2,25.3,N,New South Wales
9587,9587,-36.534,149.543,moderate,1.6,1.3,2019-12-30,1445,A,100,6.0NRT,304.1,77.6,N,New South Wales
11852,11852,-33.306,136.876,high,1.5,1.2,2019-12-31,430,A,95,6.0NRT,313.7,87.2,D,South Australia
4084,4084,-34.259,150.43,high,1.1,1.0,2019-12-30,345,A,94,6.0NRT,311.0,104.9,D,New South Wales
14058,14058,-32.027,151.41,moderate,1.3,1.1,2020-01-01,335,A,42,6.0NRT,302.9,22.9,D,New South Wales
33556,33556,-19.634,144.578,high,1.2,1.1,2020-01-05,25,T,22,6.0NRT,312.6,12.0,D,Queensland
4283,4283,-32.684,150.17,high,1.1,1.0,2019-12-30,345,A,90,6.0NRT,311.0,48.4,D,New South Wales
26749,26749,-37.131,146.991,moderate,1.1,1.0,2020-01-04,400,A,91,6.0NRT,303.4,46.0,D,Victoria
28074,28074,-35.972,149.509,high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,311.4,140.6,D,New South Wales
330,330,-24.722,127.307,high,1.4,1.2,2019-12-29,200,T,88,6.0NRT,311.5,49.0,D,Western Australia
888,888,-27.866,131.91,moderate,1.6,1.3,2019-12-29,440,A,100,6.0NRT,304.1,429.1,D,South Australia
878,878,-28.355,129.417,very high,2.4,1.5,2019-12-29,440,A,85,6.0NRT,321.5,153.6,D,South Australia
16705,16705,-32.37,123.577,low,1.0,1.0,2020-01-01,1435,T,100,6.0NRT,298.7,30.9,N,Western Australia
5320,5320,-37.721,148.163,moderate,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,301.6,0.0,N,Victoria
23607,23607,-36.664,147.881,high,1.3,1.1,2020-01-03,1245,T,100,6.0NRT,313.2,653.5,N,Victoria
33544,33544,-17.099,144.2,moderate,1.4,1.2,2020-01-05,25,T,74,6.0NRT,304.8,15.7,D,Queensland
32235,32235,-37.124,149.437,very low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,280.4,60.9,N,New South Wales
25259,25259,-35.798,148.029,high,1.7,1.3,2020-01-03,2345,T,97,6.0NRT,315.3,127.5,D,New South Wales
7328,7328,-36.166,147.729,very low,1.1,1.0,2019-12-30,1310,T,92,6.0NRT,288.9,0.0,N,Victoria
18292,18292,-41.604,147.855,low,1.0,1.0,2020-01-02,415,A,97,6.0NRT,298.6,68.3,D,Tasmania
24870,24870,-32.65,150.847,moderate,1.4,1.2,2020-01-03,2345,T,94,6.0NRT,309.7,78.7,D,New South Wales
28459,28459,-35.716,149.918,very high,1.0,1.0,2020-01-04,400,A,0,6.0NRT,331.2,160.9,D,New South Wales
12646,12646,-32.554,122.279,low,4.1,1.9,2019-12-31,1355,T,62,6.0NRT,291.0,51.4,N,Western Australia
27111,27111,-36.946,146.705,very high,1.1,1.0,2020-01-04,400,A,100,6.0NRT,400.1,1976.1,D,Victoria
32884,32884,-37.401,149.844,very low,1.0,1.0,2020-01-04,1505,A,100,6.0NRT,286.2,68.6,N,New South Wales
2139,2139,-31.178,121.224,moderate,2.9,1.6,2019-12-29,1405,T,100,6.0NRT,302.1,197.1,N,Western Australia
24037,24037,-34.95,149.973,low,1.0,1.0,2020-01-03,1245,T,100,6.0NRT,296.5,26.6,N,New South Wales
22210,22210,-35.97,149.347,moderate,3.0,1.7,2020-01-03,320,A,56,6.0NRT,307.2,43.6,D,New South Wales
18487,18487,-37.609,147.558,low,1.0,1.0,2020-01-02,415,A,90,6.0NRT,299.8,35.1,D,Victoria
4377,4377,-31.62,152.144,high,1.0,1.0,2019-12-30,345,A,31,6.0NRT,310.3,14.0,D,New South Wales
269,269,-21.693,119.388,high,1.5,1.2,2019-12-29,200,T,84,6.0NRT,317.1,41.2,D,Western Australia
26035,26035,-21.989,116.181,moderate,2.6,1.5,2020-01-04,300,T,61,6.0NRT,306.9,35.5,D,Western Australia
11816,11816,-32.052,151.414,moderate,3.1,1.7,2019-12-31,430,A,93,6.0NRT,301.2,288.5,D,New South Wales
26220,26220,-37.371,149.574,very low,1.0,1.0,2020-01-04,400,A,100,6.0NRT,286.1,203.5,D,Victoria
24352,24352,-29.361,152.225,low,1.1,1.0,2020-01-03,1245,T,84,6.0NRT,292.9,13.7,N,New South Wales
4245,4245,-32.696,150.867,high,1.0,1.0,2019-12-30,345,A,95,6.0NRT,313.2,55.4,D,New South Wales
19214,19214,-21.038,117.714,high,1.0,1.0,2020-01-02,600,A,100,6.0NRT,313.8,623.8,D,Western Australia
15028,15028,-41.568,147.844,very low,1.1,1.0,2020-01-01,1255,T,92,6.0NRT,273.9,19.5,N,Tasmania
21445,21445,-37.616,149.218,very low,1.1,1.0,2020-01-02,1520,A,100,6.0NRT,288.1,29.3,N,Victoria
2731,2731,-35.543,149.893,very low,2.2,1.5,2019-12-29,1540,A,100,6.0NRT,285.0,720.3,N,New South Wales
5158,5158,-24.726,127.359,low,1.1,1.0,2019-12-30,525,A,85,6.0NRT,293.0,34.2,D,Western Australia
16618,16618,-16.493,144.563,very low,1.0,1.0,2020-01-01,1300,T,37,6.0NRT,285.1,3.2,N,Queensland
11971,11971,-15.959,143.427,low,2.0,1.4,2019-12-31,430,A,45,6.0NRT,299.9,31.7,D,Queensland
13721,13721,-19.91,144.546,high,1.3,1.1,2020-01-01,50,T,89,6.0NRT,313.5,46.2,D,Queensland
26302,26302,-37.158,148.427,moderate,1.0,1.0,2020-01-04,400,A,100,6.0NRT,308.6,1433.8,D,Victoria
10562,10562,-33.827,150.072,moderate,1.0,1.0,2019-12-31,10,T,89,6.0NRT,309.8,39.9,D,New South Wales
17888,17888,-30.912,123.482,moderate,1.4,1.2,2020-01-02,135,T,52,6.0NRT,308.3,19.2,D,Western Australia
23763,23763,-36.243,147.67,low,1.3,1.1,2020-01-03,1245,T,77,6.0NRT,291.7,18.4,N,Victoria
5426,5426,-37.638,148.286,low,1.1,1.0,2019-12-30,1310,T,94,6.0NRT,296.7,0.0,N,Victoria
2459,2459,-28.511,128.496,moderate,1.0,1.0,2019-12-29,1405,T,100,6.0NRT,303.7,17.3,N,Western Australia
25149,25149,-35.995,149.904,moderate,1.3,1.1,2020-01-03,2345,T,56,6.0NRT,303.3,19.8,D,New South Wales
20327,20327,-37.612,147.735,very low,2.5,1.5,2020-01-02,1340,T,19,6.0NRT,287.0,25.2,N,Victoria
14604,14604,-32.802,124.121,high,1.9,1.3,2020-01-01,510,A,88,6.0NRT,317.4,76.2,D,Western Australia
4343,4343,-32.566,150.239,high,1.1,1.0,2019-12-30,345,A,92,6.0NRT,315.5,50.8,D,New South Wales
31308,31308,-32.6,150.725,low,1.0,1.0,2020-01-04,1505,A,79,6.0NRT,298.0,6.9,N,New South Wales
10963,10963,-35.648,150.123,moderate,1.1,1.0,2019-12-31,10,T,89,6.0NRT,307.3,50.9,D,New South Wales
15109,15109,-37.635,148.952,very low,1.0,1.0,2020-01-01,1255,T,100,6.0NRT,288.6,31.0,N,Victoria
16386,16386,-35.849,136.715,very low,4.0,1.9,2020-01-01,1255,T,100,6.0NRT,285.9,458.0,N,South Australia
12398,12398,-31.735,151.865,low,1.9,1.3,2019-12-31,1215,T,69,6.0NRT,296.3,11.9,N,New South Wales
26837,26837,-37.04,147.401,very high,1.0,1.0,2020-01-04,400,A,100,6.0NRT,323.7,83.5,D,Victoria
5626,5626,-37.57,148.281,very high,1.1,1.0,2019-12-30,1310,T,100,6.0NRT,345.1,0.0,N,Victoria
20841,20841,-36.095,149.578,very low,1.0,1.0,2020-01-02,1515,A,78,6.0NRT,285.6,11.9,N,New South Wales
15898,15898,-36.48,147.727,very low,1.0,1.0,2020-01-01,1255,T,12,6.0NRT,286.2,5.2,N,Victoria
1820,1820,-32.566,150.228,moderate,1.6,1.2,2019-12-29,1225,T,100,6.0NRT,303.8,189.5,N,New South Wales
